City,Day,Temperature,Max_Temperature,Min_Temperature,Humidity,Rainfall,Wind_Speed,AQI
Dhanbad,15,35.49,39.1,34.49,43.85,0,22.25,120
Dhanbad,16,21.21,23.81,18.31,82.92,0,33.78,181
Dhanbad,17,27.76,28.51,25.91,79.79,0,13.62,292
Dhanbad,18,40.41,41.07,38.44,52.12,0,9.79,295
Dhanbad,19,32.17,33.51,28.81,70.33,0,18.61,253
Dhanbad,20,25.95,29.45,22.04,87.73,138.27,28.74,151
Dhanbad,21,40.21,40.79,39.23,42.12,0,20.54,111
Dhanbad,22,34.83,35.75,31.86,45.72,0,34.55,246
Dhanbad,23,33.59,34.95,32.65,84.04,116.5,8.29,154
Dhanbad,24,34.76,35.36,33.02,56.17,117.51,10.42,217
Dhanbad,25,39.14,42.34,37.15,37.67,6.78,9.21,152
Dhanbad,26,39.39,40.27,37.04,76.71,131.45,15.12,143
Dhanbad,27,20.32,22.09,18.07,82.8,83.35,18.84,285
Dhanbad,28,36.66,36.86,35.29,59.72,0,13.98,290
Dhanbad,29,21.44,23.07,21.25,87.74,0,7.96,58
Dhanbad,30,20.64,21.95,18.32,41.23,139.52,7.07,109
Amritsar,1,21.47,22.2,20.74,81.69,0,32.38,63
Amritsar,2,31.58,35.01,27.86,83.96,65.02,12.24,110
Amritsar,3,34.86,35.35,31.03,89.75,0,15.17,110
Amritsar,4,23.93,26.25,22.02,57.6,43.4,30.84,198
Amritsar,5,41.83,44.09,38.86,35.92,0,6.35,274
Amritsar,6,24.95,25.4,21.79,67.2,0,34.6,61
Amritsar,7,36.95,39.77,35.17,39.79,89.84,23.01,256
Amritsar,8,21.25,22.67,18.82,61.28,0,15.73,139
Amritsar,9,39.95,40.64,37.3,35.54,0,15.92,206
Amritsar,10,34.91,37.96,32.31,85.8,0,28.08,149
Amritsar,11,36.65,40.61,36.34,54.05,143.24,32.53,244
Amritsar,12,40.07,40.37,39.2,40.93,0,14.1,247
Amritsar,13,36.42,36.51,33.79,74.75,116.92,34,294
Amritsar,14,41.01,44.36,38.44,49.83,0,18.96,222
Amritsar,15,21.23,24.38,20.53,86.7,99.64,23.27,240
Amritsar,16,37.53,39.6,37.4,89.9,122.45,34.13,272
Amritsar,17,33.87,37.42,32.92,88.03,0,14.69,288
Amritsar,18,33.18,36.52,31.54,50.57,0,9.71,61
Amritsar,19,28.71,31.58,27.62,43.4,0,25.91,126
Amritsar,20,32.61,34.16,30.87,65.55,0,20.13,204
Amritsar,21,22.65,23.31,19.22,39.4,94.74,10.99,225
Amritsar,22,33.87,37.47,30.06,87.98,0,8.72,92
Amritsar,23,36.66,36.95,34.36,76.43,0,16.42,244
Amritsar,24,37.55,39.36,34.54,87.91,9.44,14.24,86
Amritsar,25,34,36.27,30.58,37.66,0,25.2,287
Amritsar,26,40.03,41.71,37.36,72.46,2.66,20.16,271
Amritsar,27,33.12,36.85,29.94,67.99,30.78,7.16,111
Amritsar,28,31.01,31.36,27.7,66.06,48.04,9.01,73
Amritsar,29,38.34,40.76,37.51,53.9,0,28.73,165
Amritsar,30,21.33,22.21,21.01,47.49,128.03,33.24,268
Navi Mumbai,1,33.79,34.76,30.66,77.83,81.19,24.92,58
Navi Mumbai,2,35.43,35.46,34.86,79.02,73.9,18.79,195
Navi Mumbai,3,32.12,33.33,29.97,47,0,31.19,73
Navi Mumbai,4,28.03,28.73,25.64,62.15,0,5.72,91
Navi Mumbai,5,23.46,23.77,21.12,57.7,28,27.3,61
Navi Mumbai,6,30.13,32.38,27.63,43.22,9.8,17.56,195
Navi Mumbai,7,37.48,39.07,37.03,65.67,0,5.78,166
Navi Mumbai,8,25.72,27.05,23.2,73.54,107.45,29.11,254
Navi Mumbai,9,28.83,31.71,26.81,56.97,48.07,10.46,199
Navi Mumbai,10,35.17,38.6,34.81,60.82,0,24.74,156
Navi Mumbai,11,39.28,41.96,37.86,79.55,0,25.09,83
Navi Mumbai,12,36.26,38.36,35.89,37.64,133.14,31.49,286
Navi Mumbai,13,29.69,30.62,27.71,49.88,0,20.29,236
Navi Mumbai,14,33.94,37.69,30.42,53.45,0,33.6,205
Navi Mumbai,15,24.76,25.18,22.78,69.75,0,30.88,288
Navi Mumbai,16,21.92,23.72,21.62,55.17,0,6.8,150
Navi Mumbai,17,29.62,32.87,28.69,88.63,45.36,23.23,83
Navi Mumbai,18,32.18,33.41,29.23,38.19,0,33.76,173
Navi Mumbai,19,27.71,28.65,27.12,52.42,0,34.05,98
Navi Mumbai,20,29,29.53,28.72,38.96,0,5.72,258
Navi Mumbai,21,23.02,24.82,20.44,86.77,97.56,26.98,53
Navi Mumbai,22,39.83,41.65,38.84,48.84,45.88,23.42,160
Navi Mumbai,23,28.24,30.44,26.27,60.17,0,24.02,232
Navi Mumbai,24,37.48,39.22,34.93,76.71,0,5.32,196
Navi Mumbai,25,29.88,32.22,25.96,41.85,0,16.54,161
Navi Mumbai,26,38.22,40.22,36.08,49,92.51,31.44,165
Navi Mumbai,27,22.18,25.58,21.67,37.64,141.4,34.31,162
Navi Mumbai,28,27.64,31.23,23.72,45.67,51.7,33.13,209
Navi Mumbai,29,29.74,31.29,27.9,79.42,43.95,15.26,232
Navi Mumbai,30,31.57,33.72,30.56,41.92,0,28.78,185
Prayagraj,1,37.05,38.36,35.64,72.11,0,31.55,285
Prayagraj,2,31.4,33.36,27.9,86.18,0,33.21,115
Prayagraj,3,24.27,27.46,24.09,82.95,0,25.55,123
Prayagraj,4,32.28,32.29,30.45,70.06,0,29.73,220
Prayagraj,5,22.2,22.85,18.78,66.5,0,10.89,208
Prayagraj,6,39.66,43.37,36.97,35.75,0,20.61,146
Prayagraj,7,36.51,39.81,33.79,88.18,116.03,16.77,238
Prayagraj,8,33.59,36.4,31.11,53.19,68.92,13.54,296
Prayagraj,9,32.77,35.59,30.55,73.22,0,29.28,93
Prayagraj,10,37.91,39.85,35.79,42.63,0,21.28,185
Prayagraj,11,30.95,34.68,29,77.18,48.43,25.49,129
Prayagraj,12,26.13,29.09,25.86,37.94,0,26.53,243
Prayagraj,13,28.06,28.47,25.36,40.94,91.87,20.06,166
Prayagraj,14,27.65,28.38,26.02,36.55,0,27.89,99
Prayagraj,15,40.36,40.74,40.19,41.51,73.7,30.45,188
Prayagraj,16,34.27,34.41,33.07,81.45,0,12.66,80
Prayagraj,17,37.51,40.8,36.94,84.67,0,21.72,289
Prayagraj,18,32.87,35.1,32.04,63.33,0,30.67,116
Prayagraj,19,20.59,21.8,19.83,39.74,0,24.58,285
Prayagraj,20,27.71,28.56,24.7,53.51,0,5.42,284
Prayagraj,21,29.79,31.49,26.7,77.92,0,24.82,120
Prayagraj,22,39.3,43.3,39.26,58.96,0,20.22,262
Prayagraj,23,23.65,23.87,21.97,58.17,0,25.71,102
Prayagraj,24,39.92,42.65,38.93,53.64,54.81,20.53,286
Prayagraj,25,38.86,40.61,37.22,81.92,0,27.32,118
Prayagraj,26,21.4,24.82,17.79,57.59,86.31,24.26,198
Prayagraj,27,28.34,29.86,26.48,48.37,0,26.78,145
Prayagraj,28,31.7,35.28,29.51,45.63,0,15.19,119
Prayagraj,29,33.68,36.61,32.68,38.78,0,8.47,82
Prayagraj,30,26.13,26.44,22.46,64.24,149.16,27.71,269
Ranchi,1,24.57,25.16,24.08,78.23,130.15,17.99,143
Ranchi,2,20.6,20.68,19.19,88.87,0,5.85,220
Ranchi,3,39.65,41.11,36.88,64.76,0,33.55,156
Ranchi,4,32.66,33.05,32.05,35,0,6.87,80
Ranchi,5,30.31,30.85,27.8,54.69,0,8.6,256
Ranchi,6,35.38,38.91,34.5,76.24,61.2,24.81,52
Ranchi,7,22.55,24.6,18.76,56.54,0,26.11,103
Ranchi,8,20.05,21.61,16.22,73.87,0,19.6,147
Ranchi,9,28.66,32.16,27.35,55.08,139,30.06,50
Ranchi,10,36,36.53,32.73,83.07,0,18.73,278
Ranchi,11,28.88,31.59,27.93,73.17,22.52,12.4,221
Ranchi,12,23.25,23.43,22.9,64.31,0,13.53,286
Ranchi,13,32.9,36.24,32.01,49.87,0,11.03,62
Ranchi,14,41.92,43.31,37.96,55.18,148.82,23.5,130
Ranchi,15,37.96,41.63,37.25,44.34,0,33.75,205
Ranchi,16,31.13,34.18,28.71,39.57,0,15.32,144
Ranchi,17,21.94,24.85,21.14,49.5,87.91,33.2,252
Ranchi,18,29.38,32.9,26.42,76.7,0,30.58,163
Ranchi,19,24.62,26.36,22.2,41.51,0,31.25,52
Ranchi,20,36.86,39.95,36.33,72.01,0,9.67,220
Ranchi,21,33.1,34.11,31.26,73.83,0,7.91,65
Ranchi,22,34.68,36.93,34.15,88.62,0,13.39,181
Ranchi,23,31.52,34.3,31.46,48.26,0,23.16,240
Ranchi,24,23.26,27.23,22.09,35.93,0,12.26,284
Ranchi,25,24.9,27.69,22.58,45.8,0,33.77,58
Ranchi,26,37.73,41.55,34.27,85.63,0,20.95,57
Ranchi,27,20.79,21.98,19.69,87.03,0,31.74,205
Ranchi,28,39.49,39.84,37.53,79.5,0,19.97,161
Ranchi,29,21.74,24.26,20.86,44.48,0,28.77,119
Ranchi,30,38.04,38.98,36.58,88.8,0,21.1,126
Howrah,1,25.17,25.39,23.19,52.85,0,28.01,223
Howrah,2,40.68,42.87,39.25,77.12,0,14.13,55
Howrah,3,33.43,37.03,33.13,53.78,0,23.45,201
Howrah,4,23.97,24.89,22.96,59.09,0,19.92,287
Howrah,5,38.94,40.29,37.67,48.56,0,31.85,279
Howrah,6,25.02,25.22,22.18,77.61,144.09,27.59,135
Howrah,7,28.59,31.02,25.14,75.17,0,17.03,273
Howrah,8,36.23,39.78,33.26,53.17,0,17.61,126
Howrah,9,32.29,32.75,28.33,84.81,0,13,83
Howrah,10,38.96,39.1,36.27,79.89,145.48,21.19,156
Howrah,11,32.28,33.15,30.75,75.68,103.02,33.22,94
Howrah,12,25.95,29.51,25.49,44.71,19.24,18.33,215
Howrah,13,27.64,30.74,25.45,43.2,0,7.4,253
Howrah,14,40.19,43.53,36.74,41.65,0,7.33,226
Howrah,15,41.55,42.76,41.19,41.51,28.79,32.29,112
Howrah,16,21.1,21.19,19.39,88.43,0,6.95,285
Howrah,17,21.35,25.2,17.58,86.2,0,14.62,116
Howrah,18,20.09,22.62,17.21,71.08,0,32.72,228
Howrah,19,24.6,26.31,23.46,40.99,0,18.83,129
Howrah,20,28.2,30.44,24.72,59.34,73.55,27.12,205
Howrah,21,38.14,40.48,36.94,37.06,24.81,30.11,199
Howrah,22,35.76,38.59,32.31,50.76,0,34.09,253
Howrah,23,34.76,36.84,31.1,53.17,74.32,23.25,124
Howrah,24,41.82,44.11,38.84,70.66,132.63,28.33,121
Howrah,25,36.7,38.33,34.75,42.6,0,13.01,192
Howrah,26,35.75,37.08,34.1,71.29,0,9.9,146
Howrah,27,21.06,24.89,18.79,52.68,0,24.16,64
Howrah,28,28.52,30.91,28.2,52.79,0,26.05,147
Howrah,29,27.01,30.55,24.03,63.09,52.29,30.01,141
Howrah,30,21.39,22.04,17.43,39.39,0,31.8,54
Coimbatore,1,36.55,36.55,32.86,49.86,8.1,10.13,78
Coimbatore,2,36.76,37.53,34.25,85.35,111.52,16.52,127
Coimbatore,3,35.56,38.78,32.29,87.44,0,17.23,163
Coimbatore,4,23.71,27.12,22.93,82.92,106.63,17.12,243
Coimbatore,5,24.23,25.37,21.21,74.31,0,6.53,237
Coimbatore,6,41.17,42.84,40.7,72.47,0,33.98,295
Coimbatore,7,22.6,24.46,19.85,88.86,7.33,25.16,68
Coimbatore,8,21.33,25.18,18.99,89.04,0,6.32,300
Coimbatore,9,33.6,36.7,31.8,87.16,0,15.19,212
Coimbatore,10,24.85,28.32,23.31,46.71,45.5,27.24,242
Coimbatore,11,27.62,28.22,24.93,45.37,0,17.6,254
Coimbatore,12,34.13,36.71,30.97,80.62,136.67,7.97,170
Coimbatore,13,31.21,34.98,29.31,52.09,0,10.16,148
Coimbatore,14,39.16,39.61,37.61,74.78,0,16.41,144
Coimbatore,15,34.26,36.09,32.83,44.31,0,29.66,52
Coimbatore,16,32.21,32.7,30.17,55.55,0,24.8,62
Coimbatore,17,33.57,35.58,30.55,42.98,0,25.52,272
Coimbatore,18,39.29,42.5,36.11,73.16,45.64,16.89,265
Coimbatore,19,26.7,27.5,23.11,66.8,0,30.33,291
Coimbatore,20,20.62,24.17,18.94,86.95,0,15.35,227
Coimbatore,21,20.89,22.7,18.95,39.77,138.08,31.82,254
Coimbatore,22,38.52,40.83,34.53,85.34,81.19,14.98,288
Coimbatore,23,32.66,34.64,31.66,42.91,0,19.29,57
Coimbatore,24,41.03,41.35,38.41,87.09,0,28.25,232
Coimbatore,25,37.69,40.73,37.44,72.5,0,23.34,283
Coimbatore,26,20.24,23.82,16.26,37.9,0,25.05,238
Coimbatore,27,31.51,33.41,31.01,77.98,0,26.96,227
Coimbatore,28,20.48,22.06,17.72,55.71,144.2,15.41,208
Coimbatore,29,38.14,40.77,38.13,46.97,65.06,33.32,102
Coimbatore,30,24.38,26.13,21.18,69.07,13.85,12.58,250
Jabalpur,1,39.44,40.58,36.83,64.98,0,13.29,72
Jabalpur,2,25.09,28.04,24.9,52.98,24.55,8.96,260
Jabalpur,3,37.25,37.3,36.26,81.21,0,19.08,118
Jabalpur,4,37.36,38.7,36.88,35.52,102.45,5.63,148
Jabalpur,5,40.68,42.74,38.81,76.73,0,6.42,257
Jabalpur,6,33.7,36.98,29.88,85.71,0,35,265
Jabalpur,7,29.9,30.44,29.54,81.06,12.64,16.12,56
Jabalpur,8,40.05,43.57,36.31,75.62,86.17,34.99,121
Jabalpur,9,40.9,44.74,37.59,84.45,86.53,27.65,177
Jabalpur,10,38.97,42.38,38.18,58.51,98.89,14.95,106
Jabalpur,11,36.53,38.44,34.07,47.18,147,33.82,289
Jabalpur,12,41.01,42.46,38.91,59.01,131.18,7.06,50
Jabalpur,13,30.12,32.08,28.05,62.44,0,13.52,70
Jabalpur,14,30.14,32.03,28.91,53.4,0,8.57,157
Jabalpur,15,40.51,41.25,38.79,60.66,0,21.13,272
Jabalpur,16,27.56,31.39,24.44,69.22,0,14.54,121
Jabalpur,17,20.15,22.03,20.1,62.1,0,5.49,220
Jabalpur,18,30.26,32.4,29.44,76.69,0,13.58,292
Jabalpur,19,41.12,43.39,39.84,72.23,25.22,21.9,183
Jabalpur,20,24.59,27.05,24.22,39.51,0,33.67,194
Jabalpur,21,24.14,26.96,21.69,82.05,0,21.97,176
Jabalpur,22,27.5,29.54,23.93,53.89,0,21.76,142
Jabalpur,23,37.16,37.49,35.31,81.77,13.21,33.38,93
Jabalpur,24,22.21,22.22,18.67,36.62,83.15,34.41,162
Jabalpur,25,22.08,23.45,21.39,66.52,0,24.76,186
Jabalpur,26,28.67,30.16,27.05,51.03,0,28.57,89
Jabalpur,27,38.28,38.48,37.18,64.39,32.92,20.24,267
Jabalpur,28,34.65,35.31,32.77,73.66,0,32.58,56
Jabalpur,29,23.06,26.94,19.39,49.97,128.64,9.54,123
Jabalpur,30,30.67,33.2,28.63,53.63,0,34.2,237
Gwalior,1,26.28,27.02,25.58,85.95,0,7.21,130
Gwalior,2,37.3,40.34,36.21,51.46,27.47,24.71,158
Gwalior,3,41.69,41.96,40.43,52.4,137.43,6.79,90
Gwalior,4,31.39,31.68,31.35,74.57,147.34,9.86,135
Gwalior,5,20.75,24.52,19.61,77.77,29.47,15.84,175
Gwalior,6,30.47,34.34,29.65,59.75,0,17.78,165
Gwalior,7,27.27,31.16,25.99,56.13,12.41,19.39,80
Gwalior,8,31.76,35.29,31.23,71.39,0,13.63,71
Gwalior,9,35.28,37.1,34.38,84.61,121.03,29.36,264
Gwalior,10,34.54,36.62,31.35,51.28,137.86,24.57,222
Gwalior,11,30.31,34.12,26.56,74.34,0,24.07,255
Gwalior,12,33.9,35.55,30.24,35.91,102.47,25.98,284
Gwalior,13,28,31.08,25.6,49.3,137.96,31.72,221
Gwalior,14,30.62,31.85,29.73,69.42,0,8.33,124
Gwalior,15,33.24,37.13,31.72,79.25,38.72,20.44,240
Gwalior,16,38.26,38.76,35.2,54.61,0,17.64,284
Gwalior,17,22.49,25,20.31,60.26,0,11.04,274
Gwalior,18,32.67,34.3,31.88,70.28,0,20.03,283
Gwalior,19,35.78,36.12,35.45,57.39,148.2,30.24,104
Gwalior,20,30.8,34.14,29.05,43.27,0,34.41,140
Gwalior,21,28.65,30.84,28.12,82.91,0,5.48,76
Gwalior,22,25.7,27.11,23.91,68.49,0,14.64,277
Gwalior,23,21.06,22.05,20,37.43,0,17.13,278
Gwalior,24,36.06,36.3,33.44,44.14,0,24.5,116
Gwalior,25,31.25,34.38,29.47,52.44,0,5.92,151
Gwalior,26,21.96,25.58,19.68,85.89,15.34,10.06,72
Gwalior,27,31.94,33.42,31.02,67.49,0,25.74,247
Gwalior,28,29.42,30.79,29.32,37.69,0,17.81,94
Gwalior,29,36.34,37.51,34.33,47.14,0,5.14,215
Gwalior,30,32.11,34.44,29.19,83.45,0,14.1,62
Vijayawada,1,38.09,41.27,36.89,41.82,68.12,29.64,218
Vijayawada,2,20.55,22.41,18.73,51.76,0,27.26,99
Vijayawada,3,23.29,26.43,21.52,79.25,0,32.66,227
Vijayawada,4,23.78,26.49,22.93,55.79,0,30.42,54
Vijayawada,5,41.42,44.4,39.04,65.53,0,27.6,225
Vijayawada,6,36.37,38.27,32.49,76.48,126.23,34.76,88
Vijayawada,7,36.51,37.29,34.01,89.14,0,10.83,60
Vijayawada,8,25.94,26.37,25.78,62.82,48.93,14.15,175
Vijayawada,9,20.48,23.31,17,81.46,0,9.32,225
Vijayawada,10,40.47,41.32,36.47,73.68,0,33.17,52
Vijayawada,11,30.33,31.07,26.7,47.03,0,9.8,54
Vijayawada,12,24.76,26.79,21.22,57.37,0,7,60
Vijayawada,13,26.99,28.42,23.02,49.26,111.87,20.22,184
Vijayawada,14,32.36,33.11,29.68,69.36,0,24.43,201
Vijayawada,15,20.36,21.94,20.03,82.83,0,31.57,201
Vijayawada,16,20.85,24.3,20.5,68.59,0,17.92,144
Vijayawada,17,41.26,44.6,38.3,72.18,130.98,26.99,152
Vijayawada,18,31.14,33.81,29.63,82.24,65.21,30.52,187
Vijayawada,19,27.94,28.36,27.5,36.77,0,10.42,158
Vijayawada,20,41.85,44.4,41.57,47.05,0,31.06,175
Vijayawada,21,29.46,31.49,27.37,41.33,0,28.25,97
Vijayawada,22,36.39,39.49,33.2,61.43,0,12.56,219
Vijayawada,23,23.64,26.83,23.48,42.54,0,13.07,134
Vijayawada,24,39.86,40.06,38.44,64.27,0,27.85,106
Vijayawada,25,39.17,40.78,36.27,73.93,0,15.42,63
Vijayawada,26,28.91,30.89,26.59,54.76,116.45,23.34,160
Vijayawada,27,23.65,24.41,22.95,37.51,0,34.51,52
Vijayawada,28,20.3,22.29,17.45,50.05,0,5.76,125
Vijayawada,29,41.22,42.73,40.74,88.66,0,32.47,133
Vijayawada,30,28.1,31.56,25.75,40.26,64.21,23.24,140
Jodhpur,1,26.22,29.19,25.09,47.81,110.74,13.61,294
Jodhpur,2,25.15,25.41,24.36,53.86,0,29.03,236
Jodhpur,3,40.1,43.19,37.32,67.12,0,27.74,191
Jodhpur,4,22.55,23.24,18.97,45.42,0,29.61,272
Jodhpur,5,24.87,27.42,20.9,53.34,0,30.77,103
Jodhpur,6,36.81,37.79,32.9,46.79,0,19.27,118
Jodhpur,7,27.95,30.96,24.95,76.08,0,28.18,58
Jodhpur,8,23.5,25.65,19.86,62.53,0,21.27,101
Jodhpur,9,38.72,39.99,36.51,56.68,130.26,22.67,97
Jodhpur,10,28.35,29.5,26.51,57,86.8,28.41,294
Jodhpur,11,22.11,23.03,21.16,67.07,0,8.15,294
Jodhpur,12,22.51,22.58,19.13,66.62,94.15,31,78
Jodhpur,13,25.18,25.2,21.6,52.49,0,26.84,210
Jodhpur,14,36.77,39.75,35.36,78.29,81.96,34.82,168
Jodhpur,15,30.11,30.72,26.29,84.51,0,17.87,284
Jodhpur,16,41.51,45.39,40.47,38.14,100.5,20.06,53
Jodhpur,17,29.46,29.82,26.63,86.17,0,28.65,87
Jodhpur,18,21.26,24.68,20.17,85.98,0,21.91,53
Jodhpur,19,20.53,22.91,18.05,43.85,0,10.06,282
Jodhpur,20,30.85,33.44,26.98,55.18,123.88,11.2,54
Jodhpur,21,31.52,33.61,27.9,76.83,0,21.12,175
Jodhpur,22,23.98,24.74,20.06,45.59,0,31.01,186
Jodhpur,23,23.29,24.17,21.88,46.79,0,27.16,222
Jodhpur,24,33.8,37.56,31.75,40.75,0,19.24,80
Jodhpur,25,33.45,33.8,32.22,68.48,76.04,10.92,250
Jodhpur,26,23.19,26.39,21.86,81.06,21.86,25.81,94
Jodhpur,27,39.45,42.03,35.56,55.9,79.71,14.95,279
Jodhpur,28,26.75,27.85,25.48,45.68,133.11,13.22,164
Jodhpur,29,20.44,21.72,16.6,43.46,0,34.21,199
Jodhpur,30,20.4,23.11,18.15,38.26,0,16.94,256
Madurai,1,33.23,34.54,31.01,45.72,11.19,18.34,205
Madurai,2,25.11,27.34,25.06,51.32,0,7.29,164
Madurai,3,38.8,39.4,36.89,43.75,100.89,29.62,51
Madurai,4,26.93,30.2,25.5,56.63,0,7.94,280
Madurai,5,20.36,23.28,18.93,80.77,0,24.27,129
Madurai,6,21.99,22.86,20.34,77,114.9,32.75,284
Madurai,7,31.41,32.37,31.03,49.14,0,20.67,196
Madurai,8,29.05,32.61,28.27,63.04,35.1,8.17,70
Madurai,9,23.76,25.14,23.19,76.55,115.83,8.83,276
Madurai,10,28.42,28.93,25.41,80.75,0,13.31,125
Madurai,11,28.42,29.27,27.72,54.64,106.68,24.92,125
Madurai,12,38.94,42.8,38.37,77.21,0,15.02,166
Madurai,13,30.03,32.82,26.55,80.71,37.46,31.78,205
Madurai,14,37.07,40.68,34.07,51.13,25.49,25.94,291
Madurai,15,24.83,27.86,23.41,54.99,0,8.05,126
Madurai,16,39.32,39.81,38.84,73.04,0,24.53,196
Madurai,17,22.14,24.81,19.4,52.66,55.42,8.54,296
Madurai,18,40.17,42.32,39.79,58.51,0,20.82,213
Madurai,19,28.19,30.11,28.03,41.74,0,22.78,270
Madurai,20,39.9,42.23,39.06,54.01,0,30.03,218
Madurai,21,23.58,26.86,22.06,72.21,0,28.89,276
Madurai,22,35.56,38.02,35.34,80.65,0,26.19,177
Madurai,23,24.8,25.27,21.96,49.44,134.11,17.81,147
Madurai,24,24.24,27.69,20.94,64.37,0,10.04,154
Madurai,25,33.64,35.52,31.72,48.97,0,10.43,138
Madurai,26,26.51,29.08,22.63,68.17,99.97,8.05,89
Madurai,27,33.34,36.86,30.39,73.97,0,31.85,257
Madurai,28,25.77,27.54,24.59,37.28,0,5.59,205
Madurai,29,23.82,24.91,20.01,56.7,0,17.73,66
Madurai,30,38.41,40.35,36.92,40.06,0,15.65,154
Raipur,1,27.37,29.49,23.98,39.94,0,24.71,249
Raipur,2,40.21,41.89,38.63,53.67,83.88,26.78,184
Raipur,3,22.62,23.57,22.02,45.98,0,34.3,140
Raipur,4,32.56,33.72,31.73,38.88,0,31.77,209
Raipur,5,26.97,29.62,25.39,53.1,72.68,28.88,217
Raipur,6,28,30.17,27,70.11,0,13.27,188
Raipur,7,34.11,38.05,31.16,56.15,0,26.16,90
Raipur,8,40.43,42.25,39.75,51.27,20.09,17.58,79
Raipur,9,24.94,27.71,21.05,46.04,0,8.65,103
Raipur,10,31.76,31.89,29.25,42.04,0,26.71,90
Raipur,11,20.85,23.18,17.07,70.34,0,6.32,233
Raipur,12,31.9,35.18,28.66,78.41,0,21.57,212
Raipur,13,23.6,25.85,23.14,53.83,0,29.8,175
Raipur,14,36.24,40.11,33.32,87.19,0,31.43,187
Raipur,15,41.44,41.89,39.34,39.15,0,28.89,207
Raipur,16,40.15,43.39,38.55,50.25,68.98,13.67,61
Raipur,17,36.68,36.96,35.85,48.95,0,32.62,222
Raipur,18,41.62,44.47,37.77,86.66,0,19.26,240
Raipur,19,34.67,37.98,34.58,55.93,116.77,10.55,296
Raipur,20,27.71,31.62,24.67,69,98.08,8.74,178
Raipur,21,26.08,29.06,23.18,68.56,35.71,30.8,288
Raipur,22,25.23,27.62,21.87,85.04,110.24,5.16,300
Raipur,23,31.97,34.92,28.46,66.73,0,15.66,112
Raipur,24,41.11,43.53,38.46,70.44,0,18.58,186
Raipur,25,39.65,40.29,36.57,37.48,119.4,33.73,111
Raipur,26,29.49,32.72,26.24,78.2,0,34.38,209
Raipur,27,38.12,38.93,37.02,47.99,76.01,29.26,181
Raipur,28,23.27,23.41,22.08,84.19,0,13.67,84
Raipur,29,39.27,40.29,38.97,41.97,111.8,29.42,204
Raipur,30,41.04,44.8,37.76,73.45,0,20.76,241
Kota,1,28.2,29.92,26.49,35.24,44.63,9.08,210
Kota,2,39.98,40.48,37.48,77.48,0,31.52,218
Kota,3,25.09,26.63,23.34,64.99,130.69,8.95,97
Kota,4,26.95,27.86,25.08,39.49,70.2,24.45,292
Kota,5,38.51,40.75,37.67,75.18,57.17,26.5,53
Kota,6,39.61,40.57,37.52,45.82,0,26.94,123
Kota,7,21.04,24.9,20.15,64.6,0,8.48,262
Kota,8,35.12,38.69,33.54,66.95,0,20.51,90
Kota,9,39.7,43.59,36.96,63.97,45.18,18.29,212
Kota,10,28.02,30.74,25.93,37.9,0,34.78,171
Kota,11,29.9,30.77,27.35,67.53,108.73,8.25,104
Kota,12,38.58,39.88,38.24,72.43,0,26.56,76
Kota,13,34.42,38.26,32.03,84.24,0,24.27,93
Kota,14,40.3,40.48,38.36,40.26,0,28.34,292
Kota,15,38.91,39.25,35.69,71.13,0,17,60
Kota,16,28.64,31.87,27.9,63.97,0,27.85,53
Kota,17,39.78,40.87,37.94,58.23,74.91,20.98,285
Kota,18,34.42,34.46,33,40.83,0,10.8,237
Kota,19,22.85,24.06,19.48,67.14,0,24.66,189
Kota,20,30.07,30.33,27.41,50.55,0,19.05,175
Kota,21,31.73,33.26,30.35,76.12,0,13.71,158
Kota,22,22.65,24.51,21.87,58.42,53.68,10,108
Kota,23,26.87,29.78,22.93,85.61,0,28.85,121
Kota,24,26.02,29.04,24.82,63.31,88.04,19.71,155
Kota,25,39.33,41.38,36.55,54.71,0,7.49,142
Kota,26,32.77,35.66,29.88,73.73,0,18.34,85
Kota,27,38.76,42.74,38.07,40.38,129.56,31.77,272
Kota,28,41.68,43.68,41.44,76.31,72.28,23.64,77
Kota,29,36.25,37.12,33.16,57.93,0,20.26,87
Kota,30,35.45,38.61,35.02,43.75,0,12.37,267
Chandigarh,1,32.24,34.81,31.11,87.74,0,15.33,265
Chandigarh,2,21.1,21.65,20,45.01,0,16.14,226
Chandigarh,3,23.41,24.18,20.65,37.82,80.35,5.79,83
Chandigarh,4,32.85,34.56,31.05,76.24,0,18.53,74
Chandigarh,5,22.15,24.71,20.93,62.79,0,23.77,196
Chandigarh,6,36.12,37.31,32.55,67,0,24.64,212
Chandigarh,7,22.11,22.52,21.63,75.23,0,18.76,97
Chandigarh,8,30.12,32.8,29.95,70.49,0,16.95,243
Chandigarh,9,33.03,35.33,32.88,80.69,0,9.35,93
Chandigarh,10,21.19,21.33,17.56,62.86,0,26.4,237
Chandigarh,11,24.99,26.78,21.01,60.45,0,20.21,261
Chandigarh,12,21.29,21.64,17.8,82.25,0,20.77,243
Chandigarh,13,40.61,41.3,38.48,84.1,82.59,11.4,184
Chandigarh,14,30.27,34.11,26.94,64.84,0,21.96,115
Chandigarh,15,27.21,27.54,25.3,39.11,132.23,33.98,229
Chandigarh,16,33.26,37.24,32.55,82.28,35.76,26.12,290
Chandigarh,17,29.71,30.91,26.83,74.98,0,21.51,212
Chandigarh,18,22.99,25.46,22.83,67.27,0,13.88,178
